Order ID,Date,Customer ID,Product,Category,Region,Quantity,Price,Total Revenue
O100048,2024-10-22,C1313,Mixer,Home,East,1,375.23,375.23
O100049,2024-10-18,C2104,Microwave,Home,Central,1,197.67,197.67
O100050,2023-07-20,C1663,Smartphone,Electronics,West,1,902.8,902.8
O100051,2023-12-04,C1229,Smartphone,Electronics,East,4,728.98,2915.92
O100052,2023-02-06,C1490,Jeans,Clothing,North,1,143.16,143.16
O100053,2023-12-31,C2161,Air Purifier,Home,North,1,510.57,510.57
O100054,2022-06-11,C1995,Headphones,Electronics,North,1,1325.96,1325.96
O100055,2022-07-21,C1257,Dumbbells,Sports,South,1,14.41,14.41
O100056,2024-09-22,C2125,Shampoo,Beauty,South,1,43.89,43.89
O100057,2022-09-27,C2080,T-Shirt,Clothing,Central,1,119.75,119.75
O100058,2024-03-26,C1433,Moisturizer,Beauty,Central,1,38.05,38.05
O100059,2023-04-01,C1638,Mixer,Home,West,3,103.58,310.74
O100060,2024-10-13,C1897,Sneakers,Clothing,Central,5,140.64,703.2
O100061,2022-10-23,C1247,Lipstick,Beauty,South,1,104.62,104.62
O100062,2023-12-21,C1131,Air Purifier,Home,East,1,65.57,65.57
O100063,2022-12-04,C2134,Smartphone,Electronics,South,1,1377.65,1377.65
O100064,2024-05-28,C1451,Yoga Mat,Sports,North,2,18.38,36.76
O100065,2024-12-12,C1120,Headphones,Electronics,South,1,207.51,207.51
O100066,2024-03-02,C1064,Headphones,Electronics,East,1,1050.44,1050.44
O100067,2022-08-05,C2052,Headphones,Electronics,South,2,217.55,435.1
O100068,2024-02-03,C1994,T-Shirt,Clothing,South,5,96.38,481.9
O100069,2022-07-07,C1270,Dumbbells,Sports,Central,1,419.73,419.73
O100070,2023-01-15,C1968,Yoga Mat,Sports,South,1,883.88,883.88
O100071,2023-05-08,C1833,Shampoo,Beauty,South,2,27.94,55.88
O100072,2024-11-30,C1198,Smartwatch,Electronics,West,1,385.26,385.26
O100073,2022-01-15,C1867,Sneakers,Clothing,West,1,18.42,18.42
O100074,2022-03-06,C1110,Lipstick,Beauty,North,1,52.01,52.01
O100075,2023-06-05,C1824,Laptop,Electronics,East,3,1092.55,3277.65
O100076,2023-10-10,C1509,Smartwatch,Electronics,South,1,292.83,292.83
O100077,2024-12-22,C2098,Mixer,Home,West,1,44.27,44.27
O100078,2023-08-16,C1864,Vacuum Cleaner,Home,South,1,536.62,536.62
O100079,2023-01-27,C1947,T-Shirt,Clothing,South,1,119.04,119.04
O100080,2023-02-23,C1907,Headphones,Electronics,Central,1,528.25,528.25
O100081,2022-10-16,C1103,Smartwatch,Electronics,Central,1,188.46,188.46
O100082,2023-01-14,C1191,Smartphone,Electronics,South,1,1477.23,1477.23
O100083,2022-08-19,C1832,Microwave,Home,West,1,609.69,609.69
O100084,2024-10-14,C1437,Shampoo,Beauty,West,1,17.95,17.95
O100085,2022-02-10,C1337,Laptop,Electronics,West,1,519.82,519.82
O100086,2024-11-17,C1799,Smartphone,Electronics,East,2,988.9,1977.8
O100087,2022-05-15,C1584,Lipstick,Beauty,West,1,43.34,43.34
O100088,2022-07-20,C1996,Dumbbells,Sports,South,2,1070.32,2140.64
O100089,2024-02-19,C1607,Mixer,Home,South,1,580.51,580.51
O100090,2024-07-18,C2186,Laptop,Electronics,Central,1,1374.3,1374.3
O100091,2024-11-22,C1642,Laptop,Electronics,North,1,977.48,977.48
O100092,2024-12-07,C2196,Laptop,Electronics,West,1,1001.21,1001.21
O100093,2023-05-18,C2087,Treadmill,Sports,South,1,545.12,545.12
O100094,2023-02-11,C2040,Laptop,Electronics,North,1,341.86,341.86
O100095,2024-03-15,C1140,Microwave,Home,Central,4,709.12,2836.48
O100096,2022-04-09,C1481,Headphones,Electronics,West,1,369.28,369.28
O100097,2023-11-15,C2166,Smartwatch,Electronics,South,1,1030.08,1030.08
O100098,2023-12-27,C1081,Yoga Mat,Sports,Central,1,32.73,32.73
O100099,2024-08-18,C1858,Headphones,Electronics,Central,1,1423.69,1423.69
O100100,2023-09-05,C2070,Yoga Mat,Sports,East,1,528.0,528.0
O100101,2023-10-05,C1418,T-Shirt,Clothing,East,2,33.95,67.9
O100102,2024-10-25,C1543,Air Purifier,Home,West,1,604.74,604.74
O100103,2023-05-18,C1614,Vacuum Cleaner,Home,West,1,706.04,706.04
O100104,2024-02-06,C1148,Jacket,Clothing,North,1,147.43,147.43
O100105,2023-02-02,C2153,Lipstick,Beauty,North,1,23.81,23.81
O100106,2024-05-20,C2101,Headphones,Electronics,South,1,716.25,716.25
O100107,2024-03-05,C1543,Treadmill,Sports,South,1,698.08,698.08
O100108,2023-01-28,C1140,Sneakers,Clothing,South,1,112.14,112.14
O100109,2022-07-26,C1583,Sneakers,Clothing,South,1,83.48,83.48
O100110,2024-11-04,C2112,Lipstick,Beauty,East,1,85.03,85.03
O100111,2024-06-10,C2083,Bicycle,Sports,North,1,1094.96,1094.96
O100112,2024-05-13,C1613,Dumbbells,Sports,North,1,613.79,613.79
O100113,2024-01-13,C1541,Vacuum Cleaner,Home,North,1,130.62,130.62
O100114,2023-07-18,C2133,Smartwatch,Electronics,South,3,1316.54,3949.62
O100115,2024-10-17,C1577,T-Shirt,Clothing,Central,1,5.11,5.11
O100116,2022-04-06,C1702,Mixer,Home,South,1,583.86,583.86
O100117,2023-04-30,C2035,T-Shirt,Clothing,West,1,16.84,16.84
O100118,2022-08-19,C1104,T-Shirt,Clothing,North,2,41.3,82.6
O100119,2024-01-19,C1566,Moisturizer,Beauty,North,1,57.19,57.19
O100120,2023-06-25,C1683,Smartphone,Electronics,South,1,1408.85,1408.85
O100121,2024-11-25,C1330,T-Shirt,Clothing,West,1,135.31,135.31
O100122,2023-06-09,C1875,Dumbbells,Sports,Central,3,187.83,563.49
O100123,2023-08-01,C1229,Smartphone,Electronics,North,1,742.19,742.19
O100124,2023-11-13,C2117,Vacuum Cleaner,Home,North,1,262.84,262.84
O100125,2023-07-11,C2192,Sneakers,Clothing,Central,2,72.9,145.8
O100126,2024-10-09,C1880,Vacuum Cleaner,Home,South,4,748.86,2995.44
O100127,2023-10-08,C1631,Laptop,Electronics,East,1,275.32,275.32
O100128,2024-03-06,C1732,Laptop,Electronics,South,2,139.52,279.04
O100129,2024-11-17,C1210,Air Purifier,Home,East,1,306.24,306.24
O100130,2022-07-09,C1832,Dumbbells,Sports,Central,1,860.73,860.73
O100131,2023-09-25,C1484,Vacuum Cleaner,Home,South,4,265.96,1063.84
O100132,2023-09-20,C1844,Microwave,Home,North,1,772.66,772.66
O100133,2024-08-30,C1680,Microwave,Home,West,5,399.31,1996.55
O100134,2023-12-11,C1546,Air Purifier,Home,South,1,33.75,33.75
O100135,2023-10-11,C1783,Smartwatch,Electronics,North,1,240.64,240.64
O100136,2022-11-14,C1455,Shampoo,Beauty,South,1,5.89,5.89
O100137,2023-11-15,C1716,Lipstick,Beauty,East,1,28.82,28.82
O100138,2023-10-26,C1456,Air Purifier,Home,North,2,796.92,1593.84
O100139,2023-03-18,C1816,Mixer,Home,East,1,681.14,681.14
O100140,2023-07-18,C1142,T-Shirt,Clothing,East,1,11.03,11.03
O100141,2024-08-09,C2043,Sneakers,Clothing,West,1,139.13,139.13
O100142,2023-11-30,C1678,Dumbbells,Sports,North,1,133.33,133.33
O100143,2022-04-23,C1534,Smartwatch,Electronics,South,1,519.24,519.24
O100144,2022-01-02,C1543,Yoga Mat,Sports,North,2,1197.59,2395.18
O100145,2023-10-04,C1889,Smartwatch,Electronics,East,5,671.11,3355.55
O100146,2022-08-08,C1893,Jacket,Clothing,Central,1,99.27,99.27
O100147,2024-05-04,C1236,Treadmill,Sports,West,1,47.5,47.5
O100148,2023-01-20,C1389,Yoga Mat,Sports,East,3,763.37,2290.11
O100149,2024-12-12,C1893,Laptop,Electronics,North,1,973.24,973.24
O100150,2023-12-31,C2102,Treadmill,Sports,South,2,147.75,295.5
O100151,2022-09-04,C1883,Sneakers,Clothing,North,1,25.2,25.2
O100152,2024-04-15,C1642,Jacket,Clothing,North,1,10.38,10.38
O100153,2022-07-22,C2038,Jeans,Clothing,East,1,102.49,102.49
O100154,2022-05-03,C1668,Moisturizer,Beauty,West,1,42.95,42.95
O100155,2023-02-05,C2135,Jeans,Clothing,South,1,122.99,122.99
O100156,2024-02-06,C1861,Mixer,Home,West,4,447.36,1789.44
O100157,2022-10-21,C2165,Microwave,Home,East,4,143.85,575.4
O100158,2022-10-07,C2122,Perfume,Beauty,North,1,24.4,24.4
O100159,2024-06-02,C1587,Jeans,Clothing,South,4,59.67,238.68
O100160,2022-07-17,C2187,Moisturizer,Beauty,Central,1,35.0,35.0
O100161,2024-09-08,C1952,Jacket,Clothing,West,1,147.51,147.51
O100162,2024-01-22,C1437,Lipstick,Beauty,Central,1,61.81,61.81
O100163,2022-05-24,C1347,Shampoo,Beauty,North,1,85.06,85.06
O100164,2023-09-01,C2055,Jeans,Clothing,Central,1,12.18,12.18
O100165,2022-07-06,C1191,Jacket,Clothing,South,4,54.54,218.16
O100166,2023-04-09,C1460,Jeans,Clothing,South,1,135.96,135.96
O100167,2023-10-22,C1050,Vacuum Cleaner,Home,North,1,659.97,659.97
O100168,2024-02-03,C1973,Air Purifier,Home,Central,2,126.7,253.4
O100169,2024-08-12,C1932,Headphones,Electronics,West,1,394.27,394.27
O100170,2023-02-07,C1398,Yoga Mat,Sports,West,1,984.89,984.89
O100171,2022-05-27,C1818,Shampoo,Beauty,South,1,103.61,103.61
O100172,2024-05-13,C1011,Vacuum Cleaner,Home,North,1,497.99,497.99
O100173,2023-05-04,C1448,Moisturizer,Beauty,South,2,78.24,156.48
O100174,2024-07-17,C1951,Treadmill,Sports,North,1,706.07,706.07
O100175,2023-07-05,C1510,Dumbbells,Sports,North,1,47.3,47.3
O100176,2022-12-04,C1273,Lipstick,Beauty,West,4,75.81,303.24
O100177,2024-05-21,C2144,Treadmill,Sports,Central,1,255.78,255.78
O100178,2023-10-03,C1906,Jacket,Clothing,Central,1,130.64,130.64
O100179,2023-04-18,C1873,Treadmill,Sports,Central,2,806.43,1612.86
O100180,2022-05-31,C1325,Lipstick,Beauty,West,1,33.5,33.5
O100181,2022-09-20,C1530,Lipstick,Beauty,South,4,3.07,12.28
O100182,2022-05-24,C2067,T-Shirt,Clothing,West,2,138.04,276.08
O100183,2022-12-12,C1562,Air Purifier,Home,West,1,90.89,90.89
O100184,2023-09-16,C1585,Headphones,Electronics,South,1,242.65,242.65
O100185,2024-10-13,C1687,T-Shirt,Clothing,East,4,94.35,377.4
O100186,2024-05-30,C1165,Dumbbells,Sports,South,1,1084.41,1084.41
O100187,2022-01-02,C1473,Vacuum Cleaner,Home,West,1,104.41,104.41
O100188,2024-06-15,C1438,Vacuum Cleaner,Home,North,2,276.44,552.88
O100189,2022-09-11,C1834,Moisturizer,Beauty,East,1,96.86,96.86
O100190,2023-03-29,C1954,Dumbbells,Sports,West,1,507.28,507.28
O100191,2024-11-26,C1423,Laptop,Electronics,West,1,504.79,504.79
O100192,2024-10-11,C2196,Perfume,Beauty,North,1,16.69,16.69
O100193,2022-01-09,C1779,Yoga Mat,Sports,West,1,1025.28,1025.28
O100194,2024-03-26,C1720,Smartphone,Electronics,East,1,210.5,210.5
O100195,2022-07-27,C1858,Perfume,Beauty,Central,1,58.52,58.52
O100196,2023-02-08,C1451,Dumbbells,Sports,West,1,436.89,436.89
O100197,2022-06-01,C1558,Air Purifier,Home,West,2,479.98,959.96
O100198,2022-02-23,C1059,Shampoo,Beauty,West,2,42.89,85.78
O100199,2023-09-20,C1828,Jacket,Clothing,South,1,54.1,54.1
O100200,2023-08-10,C1261,Lipstick,Beauty,Central,1,67.84,67.84
O100201,2022-04-14,C1055,Dumbbells,Sports,West,1,1122.1,1122.1
O100202,2022-09-11,C2155,Yoga Mat,Sports,North,3,1102.15,3306.45
O100203,2023-05-25,C1877,Headphones,Electronics,South,1,946.4,946.4
O100204,2022-04-09,C1372,Lipstick,Beauty,North,5,68.22,341.1
O100205,2022-06-02,C1776,T-Shirt,Clothing,East,1,117.11,117.11
O100206,2024-07-02,C1931,Mixer,Home,East,1,629.39,629.39
O100207,2024-05-27,C1776,Jacket,Clothing,East,1,69.87,69.87
O100208,2022-12-04,C1516,Moisturizer,Beauty,North,3,83.68,251.04
O100209,2024-04-01,C1039,Shampoo,Beauty,Central,1,36.97,36.97
O100210,2024-08-14,C1716,Laptop,Electronics,South,1,517.89,517.89
O100211,2022-06-10,C1082,Headphones,Electronics,North,1,560.26,560.26
O100212,2024-03-11,C1408,Air Purifier,Home,North,1,172.02,172.02
O100213,2023-02-02,C1312,Bicycle,Sports,South,1,338.38,338.38
O100214,2024-03-26,C1969,Vacuum Cleaner,Home,North,1,89.0,89.0
O100215,2023-02-05,C1446,Yoga Mat,Sports,West,1,292.7,292.7
O100216,2023-10-02,C1755,T-Shirt,Clothing,South,1,46.48,46.48
O100217,2024-11-22,C1234,Bicycle,Sports,South,3,1134.92,3404.76
O100218,2023-11-19,C1221,Jeans,Clothing,Central,1,89.6,89.6
O100219,2023-04-05,C1638,Smartphone,Electronics,Central,1,1245.62,1245.62
O100220,2024-08-12,C1812,Perfume,Beauty,South,2,24.48,48.96
O100221,2023-04-15,C1497,Headphones,Electronics,North,1,700.44,700.44
O100222,2024-11-11,C1247,Jeans,Clothing,Central,1,45.86,45.86
O100223,2024-01-20,C1711,Laptop,Electronics,Central,1,826.89,826.89
O100224,2022-02-07,C1758,Moisturizer,Beauty,North,1,17.46,17.46
O100225,2022-08-18,C1698,Treadmill,Sports,North,1,704.1,704.1
O100226,2023-07-17,C2003,Moisturizer,Beauty,North,1,40.62,40.62
O100227,2023-03-14,C1741,Moisturizer,Beauty,West,3,17.89,53.67
O100228,2022-01-27,C1891,Vacuum Cleaner,Home,South,1,410.03,410.03
O100229,2022-08-14,C1553,Treadmill,Sports,Central,1,55.28,55.28
O100230,2024-03-08,C1990,Dumbbells,Sports,West,1,638.4,638.4
O100231,2022-10-11,C1549,Moisturizer,Beauty,East,1,15.88,15.88
O100232,2024-05-28,C1177,Air Purifier,Home,East,2,674.61,1349.22
O100233,2024-08-17,C1499,Lipstick,Beauty,West,1,73.53,73.53
O100234,2023-03-29,C1776,Yoga Mat,Sports,East,1,147.04,147.04
O100235,2024-10-16,C2012,Smartphone,Electronics,East,1,1033.75,1033.75
O100236,2024-03-26,C1998,Microwave,Home,South,1,707.72,707.72
O100237,2023-10-21,C1529,Sneakers,Clothing,East,1,50.45,50.45
O100238,2023-07-01,C1565,T-Shirt,Clothing,Central,1,97.56,97.56
O100239,2024-12-08,C2058,Smartphone,Electronics,South,2,256.82,513.64
O100240,2022-01-17,C1494,Headphones,Electronics,West,1,845.99,845.99
O100241,2022-06-07,C2137,Shampoo,Beauty,South,1,117.79,117.79
O100242,2023-04-22,C2005,Shampoo,Beauty,West,2,16.81,33.62
O100243,2024-12-05,C1190,Smartphone,Electronics,East,1,233.35,233.35
O100244,2023-06-02,C1828,Air Purifier,Home,South,5,340.79,1703.95
O100245,2022-04-09,C2191,Jeans,Clothing,East,1,30.36,30.36
O100246,2024-11-26,C2133,Shampoo,Beauty,Central,1,23.29,23.29
O100247,2022-10-07,C1871,Sneakers,Clothing,Central,1,78.28,78.28
O100248,2023-05-12,C1720,Jacket,Clothing,West,1,34.42,34.42
O100249,2022-10-29,C1627,T-Shirt,Clothing,East,1,149.36,149.36
O100250,2022-06-30,C1247,Air Purifier,Home,South,3,409.98,1229.94
O100251,2023-08-30,C1244,Jacket,Clothing,Central,1,7.3,7.3
O100252,2023-12-01,C1392,Microwave,Home,South,1,714.33,714.33
O100253,2024-09-19,C1566,Shampoo,Beauty,Central,1,55.66,55.66
O100254,2022-07-10,C1579,Treadmill,Sports,North,1,684.16,684.16
O100255,2022-09-10,C1606,Mixer,Home,South,1,263.02,263.02
O100256,2024-09-07,C1367,Sneakers,Clothing,East,1,45.5,45.5
O100257,2024-07-16,C2093,Smartphone,Electronics,South,3,323.36,970.08
O100258,2022-05-08,C1093,T-Shirt,Clothing,North,3,6.45,19.35
O100259,2022-01-18,C1598,Dumbbells,Sports,South,1,690.3,690.3
O100260,2023-07-20,C1210,Shampoo,Beauty,North,1,87.6,87.6
O100261,2023-07-24,C1582,Yoga Mat,Sports,West,1,603.94,603.94
O100262,2023-11-17,C1902,Shampoo,Beauty,East,1,48.57,48.57
O100263,2023-09-18,C1105,Microwave,Home,East,1,42.09,42.09
O100264,2024-05-03,C1233,Shampoo,Beauty,North,1,13.51,13.51
O100265,2024-08-19,C2007,,Beauty,North,1,13.82,13.82
O100266,2022-06-04,C1109,Yoga Mat,Sports,South,5,246.82,1234.1
O100267,2023-05-05,C2152,Vacuum Cleaner,Home,East,1,31.68,31.68
O100268,2024-02-24,C1508,Headphones,Electronics,North,3,297.74,893.22
O100269,2022-09-03,C1852,Dumbbells,Sports,Central,4,121.42,485.68
O100270,2024-11-28,C1462,Bicycle,Sports,Central,1,737.0,737.0
O100271,2024-01-29,C1922,Perfume,Beauty,West,1,107.6,107.6
O100272,2023-06-22,C1878,Jeans,Clothing,East,2,43.09,86.18
O100273,2024-07-09,C1123,Yoga Mat,Sports,Central,1,1112.73,1112.73
O100274,2023-02-12,C1425,Smartwatch,Electronics,South,2,541.77,1083.54
O100275,2023-06-09,C1166,T-Shirt,Clothing,South,3,103.86,311.58
O100276,2024-04-07,C1355,Air Purifier,Home,Central,1,563.24,563.24
O100277,2024-06-21,C1320,Headphones,Electronics,North,1,1404.32,1404.32
O100278,2022-02-05,C1922,Moisturizer,Beauty,Central,1,34.35,34.35
O100279,2023-11-16,C1596,Shampoo,Beauty,North,1,69.19,69.19
O100280,2022-01-20,C1590,Air Purifier,Home,East,1,631.04,631.04
O100281,2022-11-17,C1145,Lipstick,Beauty,South,2,50.55,101.1
O100282,2023-05-27,C1405,T-Shirt,Clothing,West,1,60.0,60.0
O100283,2023-02-04,C2115,Smartwatch,Electronics,South,4,347.02,1388.08
O100284,2023-10-16,C1544,Vacuum Cleaner,Home,South,1,84.21,84.21
O100285,2024-08-29,C1122,Headphones,Electronics,South,1,804.45,804.45
O100286,2023-04-16,C2165,Jeans,Clothing,East,1,5.57,5.57
O100287,2024-04-13,C1254,Lipstick,Beauty,West,5,47.9,239.5
O100288,2023-12-28,C1824,Jeans,Clothing,East,1,28.08,28.08
O100289,2024-05-03,C2105,Treadmill,Sports,West,1,509.18,509.18
O100290,2022-02-20,C1164,Lipstick,Beauty,Central,1,80.9,80.9
O100291,2023-07-29,C1884,Laptop,Electronics,East,1,409.5,409.5
O100292,2022-05-30,C1512,Bicycle,Sports,North,1,605.35,605.35
O100293,2022-11-10,C1468,Headphones,Electronics,Central,1,336.88,336.88
O100294,2023-07-24,C1042,Yoga Mat,Sports,East,1,22.56,22.56
O100295,2022-11-01,C1082,Yoga Mat,Sports,South,3,672.64,2017.92
O100296,2023-11-13,C2062,Shampoo,Beauty,West,1,36.6,36.6
O100297,2024-04-17,C1371,T-Shirt,Clothing,Central,1,21.76,21.76
O100298,2024-12-13,C2007,Moisturizer,Beauty,North,3,7.35,22.05
O100299,2024-09-29,C1712,Shampoo,Beauty,West,5,81.75,408.75
O100300,2023-03-20,C1657,Jacket,Clothing,North,1,133.01,133.01
O100301,2023-09-05,C1675,Microwave,Home,West,1,430.16,430.16
O100302,2024-09-19,C1590,Shampoo,Beauty,West,3,57.06,171.18
O100303,2022-09-21,C1075,Dumbbells,Sports,West,2,70.52,141.04
O100304,2024-12-12,C1644,Headphones,Electronics,East,3,577.33,1731.99
O100305,2024-09-30,C1237,Jacket,Clothing,West,1,141.43,141.43
O100306,2022-01-05,C1002,Treadmill,Sports,Central,1,800.66,800.66
O100307,2024-02-13,C1846,Lipstick,Beauty,North,4,100.76,403.04
O100308,2024-05-26,C2061,Mixer,Home,East,1,626.81,626.81
O100309,2024-09-18,C2020,Bicycle,Sports,West,2,732.08,1464.16
O100310,2024-06-02,C1416,Laptop,Electronics,East,2,857.69,1715.38
O100311,2022-02-16,C1268,Dumbbells,Sports,East,1,615.57,615.57
O100312,2024-05-16,C1992,Lipstick,Beauty,North,1,47.92,47.92
O100313,2024-04-02,C1490,Smartphone,Electronics,South,1,298.26,298.26
O100314,2024-07-24,C2128,Jeans,Clothing,North,1,82.64,82.64
O100315,2023-10-18,C1835,Dumbbells,Sports,North,1,370.5,370.5
O100316,2022-09-26,C1232,Air Purifier,Home,West,1,772.61,772.61
O100317,2023-01-05,C1315,Smartwatch,Electronics,West,1,1489.68,1489.68
O100318,2023-09-28,C2042,Jeans,Clothing,East,1,47.6,47.6
O100319,2023-10-19,C1988,Moisturizer,Beauty,West,1,85.15,85.15
O100320,2022-04-30,C1935,Air Purifier,Home,Central,1,43.64,43.64
O100321,2024-04-10,C1785,Vacuum Cleaner,Home,South,1,46.71,46.71
O100322,2024-12-17,C2040,Bicycle,Sports,South,1,204.7,204.7
O100323,2024-01-11,C1565,Headphones,Electronics,West,1,805.48,805.48
O100324,2022-04-27,C2039,Jacket,Clothing,East,1,57.62,57.62
O100325,2024-03-01,C1579,Smartphone,Electronics,East,3,1288.05,3864.15
O100326,2024-10-09,C2187,Yoga Mat,Sports,West,1,585.78,585.78
O100327,2024-12-17,C1914,Vacuum Cleaner,Home,Central,1,273.67,273.67
O100328,2023-09-26,C1706,Shampoo,Beauty,East,1,25.75,25.75
O100329,2023-05-28,C2112,Dumbbells,Sports,West,1,384.33,384.33
O100330,2024-03-12,C1659,Lipstick,Beauty,South,1,83.15,83.15
O100331,2023-07-14,C2171,Air Purifier,Home,West,1,307.19,307.19
O100332,2023-05-03,C1841,Air Purifier,Home,North,1,358.25,358.25
O100333,2024-06-15,C1968,Jacket,Clothing,West,1,101.96,101.96
O100334,2023-12-05,C1311,Perfume,Beauty,West,3,82.86,248.58
O100335,2023-08-04,C1258,Laptop,Electronics,Central,5,432.48,2162.4
O100336,2024-02-29,C1679,Yoga Mat,Sports,North,1,469.78,469.78
O100337,2024-05-10,C1204,Lipstick,Beauty,Central,1,52.32,52.32
O100338,2022-09-04,C1031,Lipstick,Beauty,South,1,17.71,17.71
O100339,2022-06-03,C1316,Moisturizer,Beauty,North,3,92.21,276.63
O100340,2024-09-23,C1542,Shampoo,Beauty,East,1,80.78,80.78
O100341,2023-11-28,C1814,Bicycle,Sports,North,1,809.7,809.7
O100342,2024-12-28,C2092,Jacket,Clothing,West,2,121.84,243.68
O100343,2024-12-06,C1999,Jacket,Clothing,Central,1,130.89,130.89
O100344,2024-10-05,C1140,Laptop,Electronics,South,1,1077.01,1077.01
O100345,2022-04-04,C1465,Jeans,Clothing,North,1,149.9,149.9
O100346,2024-08-15,C1201,Moisturizer,Beauty,North,1,4.18,4.18
O100347,2024-10-08,C1340,Lipstick,Beauty,East,1,93.78,93.78
O100348,2023-03-29,C1094,Smartphone,Electronics,East,4,726.5,2906.0
O100349,2024-06-30,C1600,Laptop,Electronics,East,1,1387.49,1387.49
O100350,2022-08-06,C1882,Sneakers,Clothing,South,2,35.31,70.62
O100351,2023-04-19,C2087,Air Purifier,Home,West,1,727.63,727.63
O100352,2023-03-08,C1368,Yoga Mat,Sports,South,1,759.01,759.01
O100353,2022-12-07,C1161,Microwave,Home,Central,1,646.62,646.62
O100354,2023-07-05,C1493,Perfume,Beauty,West,1,61.91,61.91
O100355,2022-12-23,C1293,Yoga Mat,Sports,South,1,1099.96,1099.96
O100356,2022-01-23,C1520,Lipstick,Beauty,West,1,25.54,25.54
O100357,2023-06-06,C1019,T-Shirt,Clothing,West,1,103.23,103.23
O100358,2024-03-12,C2119,Jeans,Clothing,South,1,109.12,109.12
O100359,2024-02-01,C1904,Headphones,Electronics,East,1,1426.88,1426.88
O100360,2023-03-18,C1612,Yoga Mat,Sports,West,1,136.43,136.43
O100361,2024-02-08,C1935,T-Shirt,Clothing,East,1,105.07,105.07
O100362,2024-10-12,C1787,Mixer,Home,West,1,716.89,716.89
O100363,2023-05-31,C1485,Smartwatch,Electronics,West,5,811.7,4058.5
O100364,2024-11-05,C1735,Yoga Mat,Sports,Central,2,326.67,653.34
